filepath,relative_part,filename,label,width,height,format,mode,valid,error
../data/raw/Cat/7722.jpg,Cat/7722.jpg,7722.jpg,cat,500,386,JPEG,RGB,True,
../data/raw/Cat/8411.jpg,Cat/8411.jpg,8411.jpg,cat,500,435,JPEG,RGB,True,
../data/raw/Cat/7044.jpg,Cat/7044.jpg,7044.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8377.jpg,Cat/8377.jpg,8377.jpg,cat,120,165,JPEG,RGB,True,
../data/raw/Cat/1435.jpg,Cat/1435.jpg,1435.jpg,cat,180,134,JPEG,RGB,True,
../data/raw/Cat/9069.jpg,Cat/9069.jpg,9069.jpg,cat,400,300,JPEG,RGB,True,
../data/raw/Cat/5653.jpg,Cat/5653.jpg,5653.jpg,cat,500,333,JPEG,RGB,True,
../data/raw/Cat/3222.jpg,Cat/3222.jpg,3222.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/11765.jpg,Cat/11765.jpg,11765.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/5647.jpg,Cat/5647.jpg,5647.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/2128.jpg,Cat/2128.jpg,2128.jpg,cat,435,415,JPEG,RGB,True,
../data/raw/Cat/3236.jpg,Cat/3236.jpg,3236.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/11771.jpg,Cat/11771.jpg,11771.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/4559.jpg,Cat/4559.jpg,4559.jpg,cat,500,372,JPEG,RGB,True,
../data/raw/Cat/7050.jpg,Cat/7050.jpg,7050.jpg,cat,400,305,JPEG,RGB,True,
../data/raw/Cat/8363.jpg,Cat/8363.jpg,8363.jpg,cat,375,500,JPEG,RGB,True,
../data/raw/Cat/12278.jpg,Cat/12278.jpg,12278.jpg,cat,200,150,JPEG,RGB,True,
../data/raw/Cat/1421.jpg,Cat/1421.jpg,1421.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/6428.jpg,Cat/6428.jpg,6428.jpg,cat,448,262,JPEG,RGB,True,
../data/raw/Cat/1347.jpg,Cat/1347.jpg,1347.jpg,cat,138,216,JPEG,RGB,True,
../data/raw/Cat/7736.jpg,Cat/7736.jpg,7736.jpg,cat,476,500,JPEG,RGB,True,
../data/raw/Cat/8405.jpg,Cat/8405.jpg,8405.jpg,cat,250,254,JPEG,RGB,True,
../data/raw/Cat/2896.jpg,Cat/2896.jpg,2896.jpg,cat,300,278,JPEG,RGB,True,
../data/raw/Cat/3550.jpg,Cat/3550.jpg,3550.jpg,cat,336,159,JPEG,RGB,True,
../data/raw/Cat/11017.jpg,Cat/11017.jpg,11017.jpg,cat,295,201,JPEG,RGB,True,
../data/raw/Cat/10309.jpg,Cat/10309.jpg,10309.jpg,cat,500,272,JPEG,RGB,True,
../data/raw/Cat/5121.jpg,Cat/5121.jpg,5121.jpg,cat,350,318,JPEG,RGB,True,
../data/raw/Cat/9928.jpg,Cat/9928.jpg,9928.jpg,cat,241,444,JPEG,RGB,True,
../data/raw/Cat/638.jpg,Cat/638.jpg,638.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/7905.jpg,Cat/7905.jpg,7905.jpg,cat,448,299,JPEG,RGB,True,
../data/raw/Cat/9096.jpg,Cat/9096.jpg,9096.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8388.jpg,Cat/8388.jpg,8388.jpg,cat,379,387,JPEG,RGB,True,
../data/raw/Cat/12293.jpg,Cat/12293.jpg,12293.jpg,cat,388,500,JPEG,RGB,True,
../data/raw/Cat/5874.jpg,Cat/5874.jpg,5874.jpg,cat,455,500,JPEG,RGB,True,
../data/raw/Cat/11942.jpg,Cat/11942.jpg,11942.jpg,cat,115,104,JPEG,RGB,True,
../data/raw/Cat/10484.jpg,Cat/10484.jpg,10484.jpg,cat,432,288,JPEG,RGB,True,
../data/raw/Cat/5860.jpg,Cat/5860.jpg,5860.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/11956.jpg,Cat/11956.jpg,11956.jpg,cat,228,332,JPEG,RGB,True,
../data/raw/Cat/10490.jpg,Cat/10490.jpg,10490.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/9082.jpg,Cat/9082.jpg,9082.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/12287.jpg,Cat/12287.jpg,12287.jpg,cat,437,500,JPEG,RGB,True,
../data/raw/Cat/7911.jpg,Cat/7911.jpg,7911.jpg,cat,375,500,JPEG,RGB,True,
../data/raw/Cat/2869.jpg,Cat/2869.jpg,2869.jpg,cat,500,252,JPEG,RGB,True,
../data/raw/Cat/9914.jpg,Cat/9914.jpg,9914.jpg,cat,258,500,JPEG,RGB,True,
../data/raw/Cat/7939.jpg,Cat/7939.jpg,7939.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/1390.jpg,Cat/1390.jpg,1390.jpg,cat,375,500,JPEG,RGB,True,
../data/raw/Cat/604.jpg,Cat/604.jpg,604.jpg,cat,500,437,JPEG,RGB,True,
../data/raw/Cat/2699.jpg,Cat/2699.jpg,2699.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/2841.jpg,Cat/2841.jpg,2841.jpg,cat,302,278,JPEG,RGB,True,
../data/raw/Cat/3587.jpg,Cat/3587.jpg,3587.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/5848.jpg,Cat/5848.jpg,5848.jpg,cat,256,421,JPEG,RGB,True,
../data/raw/Cat/5690.jpg,Cat/5690.jpg,5690.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/162.jpg,Cat/162.jpg,162.jpg,cat,400,342,JPEG,RGB,True,
../data/raw/Cat/6399.jpg,Cat/6399.jpg,6399.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/7087.jpg,Cat/7087.jpg,7087.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/176.jpg,Cat/176.jpg,176.jpg,cat,320,364,JPEG,RGB,True,
../data/raw/Cat/7093.jpg,Cat/7093.jpg,7093.jpg,cat,187,252,JPEG,RGB,True,
../data/raw/Cat/5684.jpg,Cat/5684.jpg,5684.jpg,cat,288,223,JPEG,RGB,True,
../data/raw/Cat/2855.jpg,Cat/2855.jpg,2855.jpg,cat,350,312,JPEG,RGB,True,
../data/raw/Cat/3593.jpg,Cat/3593.jpg,3593.jpg,cat,440,346,JPEG,RGB,True,
../data/raw/Cat/9900.jpg,Cat/9900.jpg,9900.jpg,cat,305,500,JPEG,RGB,True,
../data/raw/Cat/88.jpg,Cat/88.jpg,88.jpg,cat,400,267,JPEG,RGB,True,
../data/raw/Cat/610.jpg,Cat/610.jpg,610.jpg,cat,500,460,JPEG,RGB,True,
../data/raw/Cat/1384.jpg,Cat/1384.jpg,1384.jpg,cat,400,500,JPEG,RGB,True,
../data/raw/Cat/6164.jpg,Cat/6164.jpg,6164.jpg,cat,375,500,JPEG,RGB,True,
../data/raw/Cat/9257.jpg,Cat/9257.jpg,9257.jpg,cat,358,270,JPEG,RGB,True,
../data/raw/Cat/12052.jpg,Cat/12052.jpg,12052.jpg,cat,286,473,JPEG,RGB,True,
../data/raw/Cat/8149.jpg,Cat/8149.jpg,8149.jpg,cat,500,371,JPEG,RGB,True,
../data/raw/Cat/4773.jpg,Cat/4773.jpg,4773.jpg,cat,500,377,JPEG,RGB,True,
../data/raw/Cat/2302.jpg,Cat/2302.jpg,2302.jpg,cat,500,304,JPEG,RGB,True,
../data/raw/Cat/10645.jpg,Cat/10645.jpg,10645.jpg,cat,300,225,JPEG,RGB,True,
../data/raw/Cat/2464.jpg,Cat/2464.jpg,2464.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/10123.jpg,Cat/10123.jpg,10123.jpg,cat,241,441,JPEG,RGB,True,
../data/raw/Cat/4015.jpg,Cat/4015.jpg,4015.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/6602.jpg,Cat/6602.jpg,6602.jpg,cat,330,199,JPEG,RGB,True,
../data/raw/Cat/9531.jpg,Cat/9531.jpg,9531.jpg,cat,500,332,JPEG,RGB,True,
../data/raw/Cat/7508.jpg,Cat/7508.jpg,7508.jpg,cat,380,500,JPEG,RGB,True,
../data/raw/Cat/1179.jpg,Cat/1179.jpg,1179.jpg,cat,500,396,JPEG,RGB,True,
../data/raw/Cat/6616.jpg,Cat/6616.jpg,6616.jpg,cat,480,360,JPEG,RGB,True,
../data/raw/Cat/9525.jpg,Cat/9525.jpg,9525.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/2470.jpg,Cat/2470.jpg,2470.jpg,cat,320,240,JPEG,RGB,True,
../data/raw/Cat/10137.jpg,Cat/10137.jpg,10137.jpg,cat,500,374,JPEG,RGB,True,
../data/raw/Cat/11229.jpg,Cat/11229.jpg,11229.jpg,cat,200,140,JPEG,RGB,True,
../data/raw/Cat/4001.jpg,Cat/4001.jpg,4001.jpg,cat,498,416,JPEG,RGB,True,
../data/raw/Cat/10889.jpg,Cat/10889.jpg,10889.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/4767.jpg,Cat/4767.jpg,4767.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/3008.jpg,Cat/3008.jpg,3008.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/2316.jpg,Cat/2316.jpg,2316.jpg,cat,448,302,JPEG,RGB,True,
../data/raw/Cat/10651.jpg,Cat/10651.jpg,10651.jpg,cat,480,360,JPEG,RGB,True,
../data/raw/Cat/5479.jpg,Cat/5479.jpg,5479.jpg,cat,500,326,JPEG,RGB,True,
../data/raw/Cat/6170.jpg,Cat/6170.jpg,6170.jpg,cat,345,500,JPEG,RGB,True,
../data/raw/Cat/9243.jpg,Cat/9243.jpg,9243.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/12046.jpg,Cat/12046.jpg,12046.jpg,cat,388,360,JPEG,RGB,True,
../data/raw/Cat/11567.jpg,Cat/11567.jpg,11567.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/3020.jpg,Cat/3020.jpg,3020.jpg,cat,350,300,JPEG,RGB,True,
../data/raw/Cat/4997.jpg,Cat/4997.jpg,4997.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/10679.jpg,Cat/10679.jpg,10679.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/5451.jpg,Cat/5451.jpg,5451.jpg,cat,350,365,JPEG,RGB,True,
../data/raw/Cat/6158.jpg,Cat/6158.jpg,6158.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/1637.jpg,Cat/1637.jpg,1637.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8175.jpg,Cat/8175.jpg,8175.jpg,cat,500,453,JPEG,RGB,True,
../data/raw/Cat/7246.jpg,Cat/7246.jpg,7246.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8613.jpg,Cat/8613.jpg,8613.jpg,cat,500,374,JPEG,RGB,True,
../data/raw/Cat/7520.jpg,Cat/7520.jpg,7520.jpg,cat,275,500,JPEG,RGB,True,
../data/raw/Cat/1151.jpg,Cat/1151.jpg,1151.jpg,cat,239,216,BMP,RGB,True,
../data/raw/Cat/5337.jpg,Cat/5337.jpg,5337.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/2458.jpg,Cat/2458.jpg,2458.jpg,cat,500,287,JPEG,RGB,True,
../data/raw/Cat/11201.jpg,Cat/11201.jpg,11201.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/3746.jpg,Cat/3746.jpg,3746.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/4029.jpg,Cat/4029.jpg,4029.jpg,cat,121,140,JPEG,RGB,True,
../data/raw/Cat/5323.jpg,Cat/5323.jpg,5323.jpg,cat,500,349,JPEG,RGB,True,
../data/raw/Cat/11215.jpg,Cat/11215.jpg,11215.jpg,cat,200,155,JPEG,RGB,True,
../data/raw/Cat/3752.jpg,Cat/3752.jpg,3752.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8607.jpg,Cat/8607.jpg,8607.jpg,cat,322,379,JPEG,RGB,True,
../data/raw/Cat/7534.jpg,Cat/7534.jpg,7534.jpg,cat,500,481,JPEG,RGB,True,
../data/raw/Cat/1145.jpg,Cat/1145.jpg,1145.jpg,cat,500,334,JPEG,RGB,True,
../data/raw/Cat/9519.jpg,Cat/9519.jpg,9519.jpg,cat,277,288,JPEG,RGB,True,
../data/raw/Cat/1623.jpg,Cat/1623.jpg,1623.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8161.jpg,Cat/8161.jpg,8161.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/7252.jpg,Cat/7252.jpg,7252.jpg,cat,252,202,JPEG,RGB,True,
../data/raw/Cat/11573.jpg,Cat/11573.jpg,11573.jpg,cat,223,205,JPEG,RGB,True,
../data/raw/Cat/3034.jpg,Cat/3034.jpg,3034.jpg,cat,300,225,JPEG,RGB,True,
../data/raw/Cat/4983.jpg,Cat/4983.jpg,4983.jpg,cat,500,472,JPEG,RGB,True,
../data/raw/Cat/5445.jpg,Cat/5445.jpg,5445.jpg,cat,500,390,JPEG,RGB,True,
../data/raw/Cat/10686.jpg,Cat/10686.jpg,10686.jpg,cat,450,438,JPEG,RGB,True,
../data/raw/Cat/4968.jpg,Cat/4968.jpg,4968.jpg,cat,247,300,JPEG,RGB,True,
../data/raw/Cat/11598.jpg,Cat/11598.jpg,11598.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/12091.jpg,Cat/12091.jpg,12091.jpg,cat,294,380,JPEG,RGB,True,
../data/raw/Cat/1810.jpg,Cat/1810.jpg,1810.jpg,cat,375,500,JPEG,RGB,True,
../data/raw/Cat/9294.jpg,Cat/9294.jpg,9294.jpg,cat,500,475,JPEG,RGB,True,
../data/raw/Cat/8834.jpg,Cat/8834.jpg,8834.jpg,cat,350,262,JPEG,RGB,True,
../data/raw/Cat/6819.jpg,Cat/6819.jpg,6819.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/3961.jpg,Cat/3961.jpg,3961.jpg,cat,305,311,JPEG,RGB,True,
../data/raw/Cat/3975.jpg,Cat/3975.jpg,3975.jpg,cat,500,374,JPEG,RGB,True,
../data/raw/Cat/8820.jpg,Cat/8820.jpg,8820.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/12085.jpg,Cat/12085.jpg,12085.jpg,cat,500,357,JPEG,RGB,True,
../data/raw/Cat/1804.jpg,Cat/1804.jpg,1804.jpg,cat,200,150,JPEG,RGB,True,
../data/raw/Cat/9280.jpg,Cat/9280.jpg,9280.jpg,cat,400,400,JPEG,RGB,True,
../data/raw/Cat/348.jpg,Cat/348.jpg,348.jpg,cat,500,400,JPEG,RGB,True,
../data/raw/Cat/10692.jpg,Cat/10692.jpg,10692.jpg,cat,320,240,JPEG,RGB,True,
../data/raw/Cat/7285.jpg,Cat/7285.jpg,7285.jpg,cat,250,252,JPEG,RGB,True,
../data/raw/Cat/360.jpg,Cat/360.jpg,360.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/4954.jpg,Cat/4954.jpg,4954.jpg,cat,432,421,JPEG,RGB,True,
../data/raw/Cat/5492.jpg,Cat/5492.jpg,5492.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/10862.jpg,Cat/10862.jpg,10862.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/3785.jpg,Cat/3785.jpg,3785.jpg,cat,487,500,JPEG,RGB,True,
../data/raw/Cat/406.jpg,Cat/406.jpg,406.jpg,cat,360,258,JPEG,RGB,True,
../data/raw/Cat/1192.jpg,Cat/1192.jpg,1192.jpg,cat,500,367,JPEG,RGB,True,
../data/raw/Cat/8808.jpg,Cat/8808.jpg,8808.jpg,cat,413,500,JPEG,RGB,True,
../data/raw/Cat/6825.jpg,Cat/6825.jpg,6825.jpg,cat,500,461,JPEG,RGB,True,
../data/raw/Cat/1186.jpg,Cat/1186.jpg,1186.jpg,cat,320,301,JPEG,RGB,True,
../data/raw/Cat/412.jpg,Cat/412.jpg,412.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/6831.jpg,Cat/6831.jpg,6831.jpg,cat,350,236,JPEG,RGB,True,
../data/raw/Cat/3791.jpg,Cat/3791.jpg,3791.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/3949.jpg,Cat/3949.jpg,3949.jpg,cat,487,500,JPEG,RGB,True,
../data/raw/Cat/4940.jpg,Cat/4940.jpg,4940.jpg,cat,300,254,JPEG,RGB,True,
../data/raw/Cat/5486.jpg,Cat/5486.jpg,5486.jpg,cat,200,150,JPEG,RGB,True,
../data/raw/Cat/4798.jpg,Cat/4798.jpg,4798.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/10876.jpg,Cat/10876.jpg,10876.jpg,cat,500,446,JPEG,RGB,True,
../data/raw/Cat/1838.jpg,Cat/1838.jpg,1838.jpg,cat,289,500,JPEG,RGB,True,
../data/raw/Cat/7291.jpg,Cat/7291.jpg,7291.jpg,cat,333,197,JPEG,RGB,True,
../data/raw/Cat/374.jpg,Cat/374.jpg,374.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/12126.jpg,Cat/12126.jpg,12126.jpg,cat,300,121,JPEG,RGB,True,
../data/raw/Cat/6010.jpg,Cat/6010.jpg,6010.jpg,cat,286,500,JPEG,RGB,True,
../data/raw/Cat/9323.jpg,Cat/9323.jpg,9323.jpg,cat,433,500,JPEG,RGB,True,
../data/raw/Cat/5519.jpg,Cat/5519.jpg,5519.jpg,cat,300,302,JPEG,RGB,True,
../data/raw/Cat/2276.jpg,Cat/2276.jpg,2276.jpg,cat,199,250,JPEG,RGB,True,
../data/raw/Cat/10731.jpg,Cat/10731.jpg,10731.jpg,cat,500,257,JPEG,RGB,True,
../data/raw/Cat/3168.jpg,Cat/3168.jpg,3168.jpg,cat,411,467,JPEG,RGB,True,
../data/raw/Cat/4607.jpg,Cat/4607.jpg,4607.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/4161.jpg,Cat/4161.jpg,4161.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/11349.jpg,Cat/11349.jpg,11349.jpg,cat,500,168,JPEG,RGB,True,
../data/raw/Cat/2510.jpg,Cat/2510.jpg,2510.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/10057.jpg,Cat/10057.jpg,10057.jpg,cat,332,500,JPEG,RGB,True,
../data/raw/Cat/6776.jpg,Cat/6776.jpg,6776.jpg,cat,200,245,JPEG,RGB,True,
../data/raw/Cat/9445.jpg,Cat/9445.jpg,9445.jpg,cat,235,100,JPEG,RGB,True,
../data/raw/Cat/1019.jpg,Cat/1019.jpg,1019.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8983.jpg,Cat/8983.jpg,8983.jpg,cat,450,338,JPEG,RGB,True,
../data/raw/Cat/7468.jpg,Cat/7468.jpg,7468.jpg,cat,333,500,JPEG,RGB,True,
../data/raw/Cat/6762.jpg,Cat/6762.jpg,6762.jpg,cat,500,432,JPEG,RGB,True,
../data/raw/Cat/9451.jpg,Cat/9451.jpg,9451.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8997.jpg,Cat/8997.jpg,8997.jpg,cat,375,500,JPEG,RGB,True,
../data/raw/Cat/599.jpg,Cat/599.jpg,599.jpg,cat,156,117,JPEG,RGB,True,
../data/raw/Cat/4175.jpg,Cat/4175.jpg,4175.jpg,cat,478,468,JPEG,RGB,True,
../data/raw/Cat/2504.jpg,Cat/2504.jpg,2504.jpg,cat,500,318,JPEG,RGB,True,
../data/raw/Cat/10043.jpg,Cat/10043.jpg,10043.jpg,cat,500,407,JPEG,RGB,True,
../data/raw/Cat/2262.jpg,Cat/2262.jpg,2262.jpg,cat,200,238,JPEG,RGB,True,
../data/raw/Cat/10725.jpg,Cat/10725.jpg,10725.jpg,cat,500,304,JPEG,RGB,True,
../data/raw/Cat/4613.jpg,Cat/4613.jpg,4613.jpg,cat,343,500,JPEG,RGB,True,
../data/raw/Cat/8029.jpg,Cat/8029.jpg,8029.jpg,cat,350,263,JPEG,RGB,True,
../data/raw/Cat/12132.jpg,Cat/12132.jpg,12132.jpg,cat,288,338,JPEG,RGB,True,
../data/raw/Cat/6004.jpg,Cat/6004.jpg,6004.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/9337.jpg,Cat/9337.jpg,9337.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/5525.jpg,Cat/5525.jpg,5525.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/11413.jpg,Cat/11413.jpg,11413.jpg,cat,384,356,JPEG,RGB,True,
../data/raw/Cat/3154.jpg,Cat/3154.jpg,3154.jpg,cat,229,200,JPEG,RGB,True,
../data/raw/Cat/8001.jpg,Cat/8001.jpg,8001.jpg,cat,500,373,JPEG,RGB,True,
../data/raw/Cat/7332.jpg,Cat/7332.jpg,7332.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/1743.jpg,Cat/1743.jpg,1743.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/9479.jpg,Cat/9479.jpg,9479.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/1025.jpg,Cat/1025.jpg,1025.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/6992.jpg,Cat/6992.jpg,6992.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8767.jpg,Cat/8767.jpg,8767.jpg,cat,388,471,JPEG,RGB,True,
../data/raw/Cat/7454.jpg,Cat/7454.jpg,7454.jpg,cat,375,500,JPEG,RGB,True,
../data/raw/Cat/11375.jpg,Cat/11375.jpg,11375.jpg,cat,300,200,JPEG,RGB,True,
../data/raw/Cat/3632.jpg,Cat/3632.jpg,3632.jpg,cat,274,235,JPEG,RGB,True,
../data/raw/Cat/5243.jpg,Cat/5243.jpg,5243.jpg,cat,500,318,JPEG,RGB,True,
../data/raw/Cat/4149.jpg,Cat/4149.jpg,4149.jpg,cat,500,356,JPEG,RGB,True,
../data/raw/Cat/11361.jpg,Cat/11361.jpg,11361.jpg,cat,500,471,JPEG,RGB,True,
../data/raw/Cat/3626.jpg,Cat/3626.jpg,3626.jpg,cat,387,500,JPEG,RGB,True,
../data/raw/Cat/2538.jpg,Cat/2538.jpg,2538.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/5257.jpg,Cat/5257.jpg,5257.jpg,cat,96,100,JPEG,RGB,True,
../data/raw/Cat/1031.jpg,Cat/1031.jpg,1031.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/6986.jpg,Cat/6986.jpg,6986.jpg,cat,500,360,JPEG,RGB,True,
../data/raw/Cat/8773.jpg,Cat/8773.jpg,8773.jpg,cat,500,369,JPEG,RGB,True,
../data/raw/Cat/7440.jpg,Cat/7440.jpg,7440.jpg,cat,500,375,JPEG,RGB,True,
../data/raw/Cat/8015.jpg,Cat/8015.jpg,8015.jpg,cat,500,454,JPEG,RGB,True,
../data/raw/Cat/7326.jpg,Cat/7326.jpg,7326.jpg,cat,243,300,JPEG,RGB,True,
../data/raw/Cat/1757.jpg,Cat/1757.jpg,1757.jpg,cat,220,165,BMP,RGB,True,
